code,name_vi,name_en
V20.0,"Người đi xe máy 2 bánh bị thương do va chạm với người đi bộ hoặc động vật, người điều khiển xe bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with pedestrian or animal, driver injured in nontraffic accident"
V20.1,"Người đi xe máy 2 bánh bị thương do va chạm với người đi bộ hoặc động vật, người ngồi trên xe bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with pedestrian or animal, passenger injured in nontraffic accident"
V20.2,"Người đi xe máy 2 bánh bị thương do va chạm với người đi bộ hoặc động vật, không xác định được vai trò của người bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with pedestrian or animal, unspecified motorcycle rider injured in nontraffic accident"
V20.3,"Người đi xe máy 2 bánh bị thương do va chạm với người đi bộ hoặc động vật, người bị thương khi lên xe hoặc xuống xe","Motorcycle rider injured in collision with pedestrian or animal, person injured while boarding or alighting"
V20.4,"Người đi xe máy 2 bánh bị thương do va chạm với người đi bộ hoặc động vật, người điều khiển xe bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with pedestrian or animal, driver injured in traffic accident"
V20.5,"Người đi xe máy 2 bánh bị thương do va chạm với người đi bộ hoặc động vật, người ngồi trên xe bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with pedestrian or animal, passenger injured in traffic accident"
V20.9,"Người đi xe máy 2 bánh bị thương do va chạm với người đi bộ hoặc động vật, không xác định được vai trò của người bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with pedestrian or animal, unspecified motorcycle rider injured in traffic accident"
V21,Người đi xe máy 2 bánh bị thương khi va chạm với xe đạp,Motorcycle rider injured in collision with pedal cycle
V21.0,"Người đi xe máy 2 bánh bị thương khi va chạm với xe đạp, người điều khiển xe bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with pedal cycle, driver injured in nontraffic accident"
V21.1,"Người đi xe máy 2 bánh bị thương khi va chạm với xe đạp, người ngồi trên xe bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with pedal cycle, passenger injured in nontraffic accident"
V21.2,"Người đi xe máy 2 bánh bị thương khi va chạm với xe đạp, không xác định được vai trò của người bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with pedal cycle, unspecified motorcycle rider injured in nontraffic accident"
V21.3,"Người đi xe máy 2 bánh bị thương khi va chạm với xe đạp, người bị thương khi lên xe hoặc xuống xe","Motorcycle rider injured in collision with pedal cycle, person injured while boarding or alighting"
V21.4,"Người đi xe máy 2 bánh bị thương khi va chạm với xe đạp, người điều khiển xe bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with pedal cycle, driver injured in traffic accident"
V21.5,"Người đi xe máy 2 bánh bị thương khi va chạm với xe đạp, người ngồi trên xe bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with pedal cycle, passenger injured in traffic accident"
V21.9,"Người đi xe máy 2 bánh bị thương khi va chạm với xe đạp, không xác định được vai trò của người bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with pedal cycle, unspecified motorcycle rider injured in traffic accident"
V22,Người đi xe máy 2 bánh bị thương do va chạm với xe máy 2 hoặc 3 bánh,Motorcycle rider injured in collision with two- or three- wheeled motor vehicle
V22.0,"Người đi xe máy 2 bánh bị thương do va chạm với xe máy 2 hoặc 3 bánh, người điều khiển xe bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with two- or three- wheeled motor vehicle, driver injured in nontraffic accident"
V22.1,"Người đi xe máy 2 bánh bị thương do va chạm với xe máy 2 hoặc 3 bánh, người ngồi trên xe bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with two- or three- wheeled motor vehicle, passenger injured in nontraffic accident"
V22.2,"Người đi xe máy 2 bánh bị thương do va chạm với xe máy 2 hoặc 3 bánh, không xác định được vai trò của người bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with two- or three- wheeled motor vehicle, unspecified motorcycle rider injured in nontraffic accident"
V22.3,"Người đi xe máy 2 bánh bị thương do va chạm với xe máy 2 hoặc 3 bánh, người bị thương khi lên xe hoặc xuống xe","Motorcycle rider injured in collision with two- or three- wheeled motor vehicle, person injured while boarding or alighting"
V22.4,"Người đi xe máy 2 bánh bị thương do va chạm với xe máy 2 hoặc 3 bánh, người điều khiển xe bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with two- or three- wheeled motor vehicle, driver injured in traffic accident"
V22.5,"Người đi xe máy 2 bánh bị thương do va chạm với xe máy 2 hoặc 3 bánh, người ngồi trên xe bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with two- or three- wheeled motor vehicle, passenger injured in traffic accident"
V22.9,"Người đi xe máy 2 bánh bị thương do va chạm với xe máy 2 hoặc 3 bánh, không xác định được vai trò của người bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with two- or three- wheeled motor vehicle, unspecified motorcycle rider injured in traffic accident"
V23,"Người đi xe máy 2 bánh bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ","Motorcycle rider injured in collision with car, pick-up truck or van"
V23.0,"Người đi xe máy 2 bánh bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ, người điều khiển xe bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"
V23.1,"Người đi xe máy 2 bánh bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ, người ngồi trên xe bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident"
V23.2,"Người đi xe máy 2 bánh bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ, không xác định được vai trò của người bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with car, pick-up truck or van, unspecified motorcycle rider injured in nontraffic accident"
V23.3,"Người đi xe máy 2 bánh bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ, người bị thương khi lên xe hoặc xuống xe","Motorcycle rider injured in collision with car, pick-up truck or van, person injured while boarding or alighting"
V23.4,"Người đi xe máy 2 bánh bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ, người điều khiển xe bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"
V23.5,"Người đi xe máy 2 bánh bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ, người ngồi trên xe bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with car, pick-up truck or van, passenger injured in traffic accident"
V23.9,"Người đi xe máy 2 bánh bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ, không xác định được vai trò của người bị thương trong tai nạn giao thông","Motorcycle rider injured in collision with car, pick-up truck or van, unspecified motorcycle rider injured in traffic accident"
V24,Người đi xe máy 2 bánh bị thương do va chạm với xe tải hạng nặng hoặc xe buýt,Motorcycle rider injured in collision with heavy transport vehicle or bus
V24.0,"Người đi xe máy 2 bánh bị thương do va chạm với xe tải hạng nặng hoặc xe buýt, người điều khiển xe bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
V24.1,"Người đi xe máy 2 bánh bị thương do va chạm với xe tải hạng nặng hoặc xe buýt, người ngồi trên xe bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
V24.2,"Người đi xe máy 2 bánh bị thương do va chạm với xe tải hạng nặng hoặc xe buýt, không xác định được vai trò của người bị thương trong tai nạn không do giao thông","Motorcycle rider injured in collision with heavy transport vehicle or bus, unspecified motorcycle rider injured in nontraffic accident"
